<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
BHN,20190327,27-03-19,75.3744,75.3744,74.5471,74.5552,870
BHN,20190326,26-03-19,75.3826,76.21,75.3826,75.3826,2390
BHN,20190325,25-03-19,75.4745,75.4745,73.6359,75.3826,1870
BHN,20190322,22-03-19,73.6279,75.4663,73.6279,75.4745,1120
BHN,20190321,21-03-19,75.3826,75.3826,75.3826,75.3826,50
BHN,20190320,20-03-19,75.8423,76.21,75.3826,75.3826,460
BHN,20190319,19-03-19,75.3826,76.21,75.3826,75.8423,2130
BHN,20190318,18-03-19,75.3826,75.5665,75.3826,75.3826,4090
BHN,20190315,15-03-19,75.5665,75.6584,73.8198,73.8198,400
BHN,20190314,14-03-19,73.3601,75.3826,73.3601,75.3826,5130
BHN,20190313,13-03-19,73.544,75.3826,73.544,75.3826,2650
BHN,20190312,12-03-19,75.3826,76.118,75.0149,75.6584,3230
BHN,20190311,11-03-19,73.4521,76.3019,73.1763,76.21,8710
BHN,20190308,08-03-19,73.536,73.536,73.0764,73.2682,2130
BHN,20190307,07-03-19,73.544,74.0037,73.544,74.0037,790
BHN,20190306,06-03-19,74.3714,74.3714,73.1763,74.0956,1330
BHN,20190305,05-03-19,73.544,74.3714,73.4521,74.3714,1430
BHN,20190304,04-03-19,73.544,73.544,73.0844,73.544,870
BHN,20190301,01-03-19,73.2682,74.923,73.0844,73.544,730
BHN,20190228,28-02-19,73.2682,73.544,73.1763,73.4521,580
BHN,20190227,27-02-19,73.544,73.544,73.0844,73.0844,470
BHN,20190226,26-02-19,73.6359,73.6359,73.544,73.544,60
BHN,20190225,25-02-19,72.7087,74.2714,72.7087,73.6359,4260
BHN,20190222,22-02-19,74.2714,74.2714,74.2714,74.2794,1190
BHN,20190221,21-02-19,74.2714,74.731,74.2714,74.2794,670
BHN,20190220,20-02-19,75.3744,75.3744,74.2714,74.2794,530
BHN,20190219,19-02-19,75.2907,75.2907,74.4633,74.4633,690
BHN,20190218,18-02-19,75.8423,75.9342,73.544,75.5665,1780
BHN,20190215,15-02-19,76.7616,76.7616,74.0037,75.9342,1180
BHN,20190214,14-02-19,77.0373,77.0373,75.5665,75.5665,80
BHN,20190213,13-02-19,75.0149,75.5665,73.3601,75.5665,310
BHN,20190212,12-02-19,74.923,75.1068,73.544,75.0149,430
BHN,20190211,11-02-19,76.0178,76.0178,72.7087,72.7166,450
BHN,20190201,01-02-19,77.1293,77.1293,77.1293,77.1293,10
BHN,20190131,31-01-19,72.1572,72.1572,72.1572,72.165,300
BHN,20190130,30-01-19,73.536,74.2714,71.7895,74.2794,700
BHN,20190129,29-01-19,73.544,73.544,73.544,73.544,220
BHN,20190128,28-01-19,72.7166,73.8198,72.7166,73.544,130
BHN,20190125,25-01-19,73.536,73.9037,73.536,73.9117,770
BHN,20190124,24-01-19,73.536,74.0875,73.536,73.9117,720
BHN,20190123,23-01-19,75.3744,75.5582,73.536,74.2794,500
BHN,20190122,22-01-19,75.6584,75.6584,75.6584,75.6584,50
BHN,20190121,21-01-19,76.118,76.118,72.257,75.6584,1450
BHN,20190118,18-01-19,73.544,73.544,73.544,73.544,10
BHN,20190116,16-01-19,76.4858,76.4858,76.4858,76.4858,30
BHN,20190115,15-01-19,72.1651,76.4858,72.1651,76.4858,170
BHN,20190114,14-01-19,71.7054,75.8423,71.7054,75.8423,1270
BHN,20190109,09-01-19,73.544,76.7616,73.544,76.5777,530
BHN,20190108,08-01-19,74.3714,76.5777,74.3714,76.5777,20
BHN,20190107,07-01-19,77.1293,77.1293,74.4633,74.4633,20
BHN,20190104,04-01-19,73.544,74.4633,73.544,74.4633,1200
BHN,20190103,03-01-19,73.6279,73.6279,73.6279,73.6359,200
BHN,20190102,02-01-19,74.4633,75.8423,74.4633,74.4633,270
BHN,20181228,28-12-18,76.3938,76.3938,74.4633,74.4633,690
BHN,20181227,27-12-18,74.4633,74.4633,74.4633,74.4633,10
BHN,20181226,26-12-18,75.7503,75.7503,75.6584,75.6584,30
BHN,20181225,25-12-18,75.7421,75.7421,73.536,75.7503,540
BHN,20181224,24-12-18,76.2936,76.2936,75.3744,75.7503,790
BHN,20181221,21-12-18,73.544,73.544,73.544,73.544,10
BHN,20181220,20-12-18,73.544,73.6359,73.544,73.544,60
BHN,20181219,19-12-18,77.1293,77.1293,77.1293,77.1293,100
BHN,20181218,18-12-18,76.3019,77.1293,73.544,73.544,880
BHN,20181217,17-12-18,74.0037,74.0037,74.0037,74.0037,250
BHN,20181214,14-12-18,75.8423,75.8423,75.5665,75.5665,1150
BHN,20181213,13-12-18,75.7503,75.8423,75.7503,75.8423,510
BHN,20181212,12-12-18,75.8423,75.8423,75.8423,75.8423,650
BHN,20181211,11-12-18,75.2907,76.7616,75.2907,75.5665,220
BHN,20181210,10-12-18,75.4745,77.2212,75.3826,77.2212,370
BHN,20181207,07-12-18,76.7616,76.7616,75.1987,76.3019,650
BHN,20181206,06-12-18,76.6613,76.6613,74.9148,75.1987,380
BHN,20181205,05-12-18,73.6359,78.1405,73.6359,78.1405,650
BHN,20181204,04-12-18,78.4163,78.4163,78.4163,78.4163,20
BHN,20181203,03-12-18,78.6002,78.6002,75.3826,75.3826,1020
BHN,20181130,30-11-18,77.6809,77.6809,75.8423,75.8423,320
BHN,20181129,29-11-18,78.6921,78.6921,75.8423,76.3019,1450
BHN,20181128,28-11-18,78.1405,78.1405,75.5665,75.5665,230
BHN,20181127,27-11-18,76.3019,77.2212,76.3019,77.2212,340
BHN,20181126,26-11-18,75.6584,77.2212,75.5665,76.3019,930
BHN,20181123,23-11-18,75.834,75.834,75.7421,75.7503,550
BHN,20181122,22-11-18,76.118,78.0486,76.118,76.3019,1180
BHN,20181121,21-11-18,76.0261,78.1405,76.0261,76.3019,1530
BHN,20181120,20-11-18,76.0178,76.0178,76.0178,76.0261,20
BHN,20181119,19-11-18,77.2212,77.2212,77.2212,77.2212,10
BHN,20181116,16-11-18,76.2936,78.132,76.0178,76.0261,280
BHN,20181115,15-11-18,76.3938,78.0486,76.3019,76.3019,1680
BHN,20181114,14-11-18,76.3855,76.3855,76.3855,76.3938,60
BHN,20181113,13-11-18,76.3938,79.0598,76.3019,78.1405,590
BHN,20181112,12-11-18,76.7616,76.7616,76.7616,76.7616,50
BHN,20181109,09-11-18,77.497,77.497,76.3019,76.3019,340
BHN,20181108,08-11-18,77.9566,77.9566,77.497,77.497,20
BHN,20181107,07-11-18,76.3019,76.3019,76.3019,76.3019,240
BHN,20181106,06-11-18,76.3938,76.7616,76.3019,76.7616,130
BHN,20181105,05-11-18,76.3019,76.3019,76.3019,76.3019,70
BHN,20181102,02-11-18,74.1794,78.2239,74.1794,78.2324,420
BHN,20181101,01-11-18,75.5665,79.5195,74.5552,79.5195,230
BHN,20181031,31-10-18,76.7616,77.2212,75.5665,75.5665,540
BHN,20181030,30-10-18,75.3826,78.0486,75.3826,78.0486,440
BHN,20181029,29-10-18,78.132,78.132,77.3047,77.3131,700
BHN,20181026,26-10-18,78.1405,79.9791,76.7616,78.1405,2640
BHN,20181025,25-10-18,76.3019,76.3019,76.3019,76.3019,10
BHN,20181024,24-10-18,82.728,82.728,81.2573,81.2661,720
BHN,20181023,23-10-18,76.7616,80.8984,76.7616,80.8984,790
BHN,20181022,22-10-18,78.132,81.625,78.132,81.2661,2860
BHN,20181019,19-10-18,76.937,78.2239,76.937,78.2324,360
BHN,20181018,18-10-18,80.43,80.43,76.937,76.9454,20
BHN,20181017,17-10-18,77.7728,80.4388,77.7728,80.4388,220
BHN,20181016,16-10-18,78.1405,78.1405,76.8535,78.0486,750
BHN,20181015,15-10-18,79.0598,79.0598,78.1405,78.1405,880
BHN,20181012,12-10-18,70.8703,79.0512,70.8703,78.8759,110
BHN,20181011,11-10-18,75.3826,80.9903,75.3826,75.3826,2670
BHN,20181010,10-10-18,82.728,82.728,80.9815,80.9903,1810
BHN,20181009,09-10-18,82.737,82.8289,82.737,82.737,760
BHN,20181008,08-10-18,82.737,83.6563,82.737,82.737,1030
BHN,20181005,05-10-18,84.4837,84.4837,81.6338,82.737,4570
BHN,20181004,04-10-18,85.2191,85.2191,83.6563,84.4837,1490
BHN,20181003,03-10-18,82.9118,85.2098,81.8088,85.2191,2710
BHN,20181002,02-10-18,79.9791,84.8514,79.9791,82.9209,5440
BHN,20181001,01-10-18,79.1431,80.8896,79.1431,79.7952,1340
BHN,20180928,28-09-18,81.6338,81.8177,79.0598,79.0598,2650
BHN,20180927,27-09-18,79.0598,79.6114,77.2212,79.6114,1910
BHN,20180926,26-09-18,78.1405,79.1517,78.1405,79.0598,1100
BHN,20180925,25-09-18,76.7616,79.0598,76.7616,78.1405,5160
