<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>,<Trend>
BBS,20091020,20-10-09,10.6948,11.0214,10.5724,10.8602,48000,1
BBS,20091019,19-10-09,10.7765,10.7765,10.2458,10.3295,3700,0
BBS,20091016,16-10-09,10.9806,11.0622,10.1234,10.8602,49300,1
BBS,20091015,15-10-09,10.4087,10.4087,10.3688,10.411,70200,1
BBS,20091014,14-10-09,9.2123,9.8504,9.2123,9.8525,39400,1
BBS,20091013,13-10-09,9.1724,9.4914,9.1724,9.2941,26600,0
BBS,20091012,12-10-09,9.5712,9.5712,9.1724,9.3739,33900,0
BBS,20091009,09-10-09,9.5712,9.6111,9.0528,9.3739,15100,0
BBS,20091008,08-10-09,9.6908,9.6908,9.3718,9.5334,4900,1
BBS,20091007,07-10-09,9.3718,9.4516,9.0926,9.4537,26800,1
BBS,20091006,06-10-09,8.3748,8.9331,8.3748,8.9351,24400,1
BBS,20091005,05-10-09,8.3748,8.4147,8.3748,8.3767,2200,0
BBS,20091002,02-10-09,8.7736,8.7736,8.2153,8.3767,12200,0
BBS,20091001,01-10-09,8.4147,8.8932,8.4147,8.8952,14900,1
BBS,20090930,30-09-09,7.8165,8.654,7.8165,8.6559,35800,1
BBS,20090929,29-09-09,8.1754,8.1754,7.976,8.0177,7300,0
BBS,20090928,28-09-09,7.976,8.2153,7.976,8.1373,3300,1
BBS,20090925,25-09-09,8.0956,8.1355,8.0558,8.0974,12500,1
BBS,20090924,24-09-09,7.976,8.0159,7.976,8.0177,12900,0
BBS,20090923,23-09-09,8.3748,8.3748,8.2153,8.2171,13100,0
BBS,20090922,22-09-09,8.3748,8.3748,8.0159,8.257,12600,1
BBS,20090921,21-09-09,8.1754,8.3748,8.0956,8.2171,7500,1
BBS,20090918,18-09-09,7.976,8.1754,7.976,7.9778,13300,0
BBS,20090917,17-09-09,8.5742,8.5742,8.1355,8.1373,6500,0
BBS,20090916,16-09-09,8.3748,8.5742,8.1754,8.3368,4500,1
BBS,20090915,15-09-09,7.976,8.1754,7.9361,8.1373,17500,1
BBS,20090914,14-09-09,7.8165,7.8165,7.5772,7.8182,22700,1
BBS,20090911,11-09-09,7.3778,7.4576,7.2582,7.4592,18200,1
BBS,20090910,10-09-09,6.7796,7.1784,6.7796,7.18,12400,1
BBS,20090909,09-09-09,7.0986,7.0986,6.979,7.0603,7500,1
BBS,20090908,08-09-09,7.0986,7.0986,7.0189,7.0204,11500,1
BBS,20090907,07-09-09,6.7796,7.0189,6.7796,6.8609,5300,0
BBS,20090904,04-09-09,6.979,6.979,6.9391,6.9805,7900,0
BBS,20090903,03-09-09,6.979,7.0588,6.979,7.0204,11400,0
BBS,20090901,01-09-09,7.2183,7.2183,7.0986,7.1401,13000,0
BBS,20090831,31-08-09,7.1784,7.3379,7.1784,7.2598,27100,1
BBS,20090828,28-08-09,6.979,6.979,6.7796,6.9805,15500,1
BBS,20090827,27-08-09,6.7397,6.7796,6.6998,6.7013,5000,0
BBS,20090826,26-08-09,6.8195,6.8195,6.6998,6.7811,8400,0
BBS,20090825,25-08-09,6.9391,6.9391,6.7397,6.9008,16700,0
BBS,20090824,24-08-09,7.0189,7.0189,6.8195,6.9805,31100,1
BBS,20090821,21-08-09,6.979,7.0189,6.7796,6.9008,30200,0
BBS,20090820,20-08-09,7.0189,7.0189,6.8992,6.9008,15800,0
BBS,20090819,19-08-09,7.0986,7.0986,6.8195,6.9008,16300,1
BBS,20090818,18-08-09,6.5802,6.8195,6.5802,6.7811,12900,1
BBS,20090817,17-08-09,6.7796,6.7796,6.6998,6.7013,12500,1
BBS,20090814,14-08-09,6.6998,6.7397,6.66,6.6614,6100,0
BBS,20090813,13-08-09,6.66,6.7796,6.6201,6.7412,9200,1
BBS,20090812,12-08-09,6.5802,6.6998,6.5403,6.5817,11800,0
BBS,20090811,11-08-09,6.5004,6.5802,6.5004,6.5817,7100,0
BBS,20090810,10-08-09,6.5802,6.5802,6.4207,6.5817,17500,1
BBS,20090807,07-08-09,6.5004,6.5004,6.4207,6.4221,5000,0
BBS,20090806,06-08-09,6.5004,6.66,6.4207,6.4221,10700,0
BBS,20090805,05-08-09,6.4207,6.5004,6.3808,6.5019,2700,1
BBS,20090804,04-08-09,6.3409,6.5403,6.3409,6.462,13200,1
BBS,20090803,03-08-09,6.5004,6.5802,6.2213,6.3822,3200,0
BBS,20090731,31-07-09,6.3808,6.7796,6.3808,6.4221,3600,1
BBS,20090730,30-07-09,6.6201,6.6201,6.2213,6.2227,600,0
BBS,20090729,29-07-09,6.3808,6.3808,6.3808,6.3822,4000,0
BBS,20090728,28-07-09,6.5802,6.7796,6.3808,6.3822,9000,0
BBS,20090727,27-07-09,6.9391,7.0588,6.5802,6.5817,5900,0
BBS,20090724,24-07-09,6.66,6.66,6.4606,6.6614,14300,1
BBS,20090723,23-07-09,6.1814,6.2612,6.1814,6.2625,1300,1
BBS,20090722,22-07-09,5.7826,5.982,5.7427,5.9833,3300,1
BBS,20090721,21-07-09,5.663,5.663,5.6231,5.6243,2000,0
BBS,20090720,20-07-09,5.982,5.982,5.982,5.9833,1000,0
BBS,20090717,17-07-09,6.3409,6.3409,6.301,6.3024,400,0
BBS,20090716,16-07-09,6.3808,6.3808,6.301,6.3024,1600,0
BBS,20090715,15-07-09,6.1814,6.4207,6.1814,6.4221,1500,1
BBS,20090714,14-07-09,6.1814,6.1814,6.1016,6.103,2300,0
BBS,20090713,13-07-09,6.7397,6.7796,6.2213,6.3822,5200,1
BBS,20090710,10-07-09,6.5802,6.66,6.3409,6.3423,8400,0
BBS,20090709,09-07-09,6.6201,6.6201,6.5403,6.6215,8400,1
BBS,20090708,08-07-09,6.5802,6.5802,6.5403,6.5817,3200,1
BBS,20090707,07-07-09,6.7796,6.8195,6.3808,6.3822,9000,0
BBS,20090706,06-07-09,6.3808,6.5403,6.3808,6.5019,6400,1
BBS,20090703,03-07-09,6.1814,6.1814,6.1814,6.1828,600,0
BBS,20090702,02-07-09,6.1814,6.1814,6.1814,6.1828,2900,1
BBS,20090701,01-07-09,5.7028,5.982,5.7028,5.8637,14100,0
BBS,20090630,30-06-09,6.0219,6.0219,5.982,5.9833,4300,0
BBS,20090629,29-06-09,5.982,6.301,5.982,6.1828,7500,0
BBS,20090626,26-06-09,6.1814,6.3409,6.1814,6.1828,3200,0
BBS,20090625,25-06-09,6.5403,6.5403,6.1814,6.2227,6100,1
BBS,20090624,24-06-09,6.1415,6.1415,6.1415,6.1429,2100,1
BBS,20090623,23-06-09,5.7427,5.7826,5.7028,5.7041,13600,0
BBS,20090622,22-06-09,6.5403,6.5403,6.0618,6.0631,14100,0
BBS,20090619,19-06-09,6.5802,6.5802,6.4207,6.5418,5400,1
BBS,20090618,18-06-09,6.3808,6.3808,6.3808,6.3822,5400,1
BBS,20090617,17-06-09,5.8624,6.3409,5.8624,6.3423,26100,1
BBS,20090616,16-06-09,6.301,6.6998,6.2612,6.2625,16200,0
BBS,20090615,15-06-09,7.1784,7.1784,6.6998,6.7013,13500,0
BBS,20090612,12-06-09,7.6171,7.6171,6.7796,6.9008,26100,0
BBS,20090611,11-06-09,7.1784,7.2582,6.7796,7.2598,36800,1
BBS,20090610,10-06-09,7.3778,7.3778,6.8594,6.9008,16300,0
BBS,20090609,09-06-09,7.6968,7.6968,7.1784,7.2199,40200,0
BBS,20090608,08-06-09,7.2183,7.2183,7.0588,7.2199,23400,1
BBS,20090605,05-06-09,6.5403,6.8594,6.5403,6.821,92500,1
BBS,20090604,04-06-09,6.3808,6.5403,6.3409,6.4221,20400,1
BBS,20090603,03-06-09,6.3808,6.4207,6.301,6.3423,4500,0
BBS,20090602,02-06-09,6.7796,6.7796,6.4207,6.4221,21800,0
BBS,20090601,01-06-09,6.0618,6.4207,6.0219,6.4221,26800,1
BBS,20090529,29-05-09,6.0618,6.0618,5.8225,6.0631,4100,1
BBS,20090528,28-05-09,6.1814,6.1814,6.0219,6.0232,21700,0
BBS,20090527,27-05-09,6.7796,6.8594,6.1814,6.3822,19200,0
BBS,20090526,26-05-09,6.3808,6.8195,6.301,6.5019,19000,0
BBS,20090525,25-05-09,6.1415,6.5004,6.1016,6.5019,42400,1
BBS,20090522,22-05-09,6.4207,6.4207,5.663,6.103,19200,1
BBS,20090521,21-05-09,6.0219,6.0219,6.0219,6.0232,13700,1
BBS,20090520,20-05-09,5.4237,5.7427,5.4237,5.744,38000,1
BBS,20090519,19-05-09,5.3838,5.3838,5.3439,5.385,14100,1
BBS,20090518,18-05-09,5.1844,5.3838,5.1844,5.3451,10800,1
BBS,20090515,15-05-09,5.0648,5.304,5.0648,5.3052,14200,1
BBS,20090514,14-05-09,5.1046,5.1046,4.9052,5.0659,14400,0
BBS,20090513,13-05-09,5.1844,5.304,5.1844,5.2653,12900,1
BBS,20090512,12-05-09,4.9451,5.2243,4.9451,5.2254,22500,1
BBS,20090511,11-05-09,5.1844,5.1844,4.9052,5.1058,5600,0
BBS,20090508,08-05-09,5.2642,5.2642,4.9052,5.1457,9400,0
BBS,20090507,07-05-09,5.0249,5.304,5.0249,5.3052,8200,1
BBS,20090506,06-05-09,5.2642,5.2642,4.9052,4.9063,9700,0
BBS,20090505,05-05-09,5.2642,5.2642,5.1844,5.2653,42900,1
BBS,20090504,04-05-09,4.985,4.985,4.7856,4.9861,20900,1
BBS,20090429,29-04-09,4.9052,4.9052,4.5862,4.8265,12800,1
BBS,20090428,28-04-09,4.666,4.985,4.666,4.7468,8900,1
BBS,20090427,27-04-09,4.666,4.7058,4.5862,4.7069,1900,1
BBS,20090424,24-04-09,4.2672,4.4666,4.2672,4.4675,4400,1
BBS,20090423,23-04-09,4.1874,4.3868,4.1874,4.3878,1200,1
BBS,20090421,21-04-09,3.805,4.2997,3.805,4.3005,3700,1
BBS,20090420,20-04-09,4.0714,4.0714,4.0714,4.0722,3500,0
BBS,20090417,17-04-09,4.4519,4.4519,4.2236,4.2625,4100,0
BBS,20090416,16-04-09,4.3758,4.566,4.3758,4.4528,9100,0
BBS,20090415,15-04-09,4.6421,4.7563,4.566,4.567,3600,0
BBS,20090414,14-04-09,4.9085,4.9465,4.6802,4.9475,19300,1
BBS,20090413,13-04-09,4.6802,4.6802,4.4899,4.6811,15200,1
BBS,20090410,10-04-09,4.3377,4.4138,4.1475,4.3005,7500,1
BBS,20090409,09-04-09,4.1855,4.1855,4.0333,4.1864,3100,1
BBS,20090408,08-04-09,4.2997,4.2997,4.0333,4.0341,700,0
BBS,20090407,07-04-09,3.9953,4.1855,3.9953,4.1864,7200,1
BBS,20090403,03-04-09,3.9192,4.0333,3.8811,3.9961,18500,1
BBS,20090402,02-04-09,3.8811,3.9572,3.8811,3.958,3800,0
BBS,20090401,01-04-09,3.8431,3.9572,3.8431,3.958,3100,1
BBS,20090331,31-03-09,3.805,3.8811,3.805,3.8819,12300,1
BBS,20090330,30-03-09,3.8431,3.8431,3.8431,3.8439,1900,0
BBS,20090327,27-03-09,3.9192,3.9572,3.805,3.8819,3100,0
BBS,20090326,26-03-09,3.8811,3.9953,3.8431,3.9961,10300,1
BBS,20090325,25-03-09,3.9572,3.9192,3.8431,3.8439,2400,0
BBS,20090324,24-03-09,3.9953,4.0333,3.9192,3.9961,5000,0
BBS,20090323,23-03-09,3.9192,3.9953,3.9953,3.9961,100,0
BBS,20090320,20-03-09,3.9192,3.9953,3.6528,3.9961,7800,1
BBS,20090319,19-03-09,3.9572,3.9192,3.9192,3.92,100,0
BBS,20090318,18-03-09,3.767,3.9953,3.8431,3.9961,9200,1
BBS,20090317,17-03-09,3.8811,3.805,3.7289,3.8058,1100,0
BBS,20090312,12-03-09,3.8431,3.9572,3.805,3.92,14100,1
BBS,20090311,11-03-09,3.8431,3.9572,3.8431,3.8439,5100,0
BBS,20090306,06-03-09,3.805,3.8811,3.805,3.8819,7100,0
BBS,20090305,05-03-09,3.805,3.8811,3.6148,3.8819,8300,1
BBS,20090304,04-03-09,3.805,3.805,3.805,3.8058,2500,0
BBS,20090303,03-03-09,3.8811,3.805,3.7289,3.8058,1900,0
BBS,20090302,02-03-09,3.8431,3.8811,3.805,3.8819,4100,0
BBS,20090227,27-02-09,3.8811,3.8811,3.7289,3.8819,6500,0
BBS,20090226,26-02-09,3.9192,3.8811,3.7289,3.8819,2100,0
BBS,20090225,25-02-09,3.7289,3.9192,3.8431,3.92,2100,1
BBS,20090224,24-02-09,3.805,3.805,3.6528,3.8058,10100,0
BBS,20090223,23-02-09,3.767,3.805,3.767,3.8058,2800,0
BBS,20090220,20-02-09,3.805,3.805,3.805,3.8058,7400,0
BBS,20090219,19-02-09,3.805,3.8431,3.805,3.8439,2500,1
BBS,20090218,18-02-09,3.8431,3.8811,3.6528,3.6536,2100,0
BBS,20090217,17-02-09,3.8431,3.9192,3.8431,3.92,3600,1
BBS,20090216,16-02-09,3.8431,3.8431,3.8431,3.8439,400,0
BBS,20090213,13-02-09,3.8431,3.9192,3.8431,3.92,700,1
BBS,20090212,12-02-09,3.8431,3.8431,3.8431,3.8439,1600,1
BBS,20090211,11-02-09,3.6148,3.6148,3.6148,3.6155,1000,0
BBS,20090206,06-02-09,3.8431,3.8431,3.8431,3.8439,5700,1
BBS,20090205,05-02-09,3.805,3.805,3.6909,3.8058,3800,0
BBS,20090204,04-02-09,3.805,3.805,3.805,3.8058,600,0
BBS,20090203,03-02-09,3.7289,3.805,3.7289,3.8058,4400,0
BBS,20090123,23-01-09,3.805,3.805,3.805,3.8058,100,0
BBS,20090122,22-01-09,3.805,3.805,3.805,3.8058,1400,0
BBS,20090121,21-01-09,3.805,3.805,3.805,3.8058,500,0
BBS,20090120,20-01-09,3.805,3.805,3.805,3.8058,300,1
BBS,20090119,19-01-09,3.805,3.805,3.6909,3.6916,1200,1
BBS,20090116,16-01-09,3.9192,3.9192,3.6148,3.6536,1000,0
BBS,20090115,15-01-09,3.8431,3.8431,3.805,3.8058,6200,1
BBS,20090114,14-01-09,3.7289,3.8811,3.7289,3.7297,5500,1
BBS,20090113,13-01-09,3.5767,3.6909,3.5387,3.6536,3800,0
BBS,20090109,09-01-09,3.767,3.805,3.767,3.8058,5500,1
BBS,20090108,08-01-09,3.8431,3.8431,3.6909,3.7297,7700,0
BBS,20090107,07-01-09,3.8431,3.9192,3.805,3.8058,7600,1
BBS,20090106,06-01-09,3.7289,3.7289,3.6909,3.6916,1700,1
BBS,20090105,05-01-09,3.5767,3.5767,3.5767,3.5774,700,1
BBS,20090102,02-01-09,3.8431,3.8431,3.5387,3.5394,3400,0
BBS,20081230,30-12-08,3.805,3.805,3.6148,3.7297,5300,0
BBS,20081229,29-12-08,3.6909,3.7289,3.6909,3.7297,500,1
BBS,20081226,26-12-08,3.5006,3.5006,3.5006,3.5013,700,0
BBS,20081225,25-12-08,3.6148,3.6148,3.5767,3.5774,1100,0
BBS,20081224,24-12-08,3.6148,3.7289,3.6148,3.7297,2800,0
BBS,20081223,23-12-08,3.7289,3.7289,3.7289,3.7297,1400,0
BBS,20081222,22-12-08,3.6909,3.805,3.6909,3.8058,3800,1
BBS,20081219,19-12-08,3.6528,3.6909,3.6148,3.6916,9600,1
BBS,20081218,18-12-08,3.4626,3.4626,3.4626,3.4633,500,0
BBS,20081217,17-12-08,3.4626,3.5767,3.4626,3.4633,4700,0
BBS,20081216,16-12-08,3.8431,3.8431,3.6148,3.6155,7400,0
BBS,20081215,15-12-08,3.6148,3.6148,3.5767,3.6155,8200,1
BBS,20081212,12-12-08,3.3865,3.3865,3.3484,3.3872,3600,0
BBS,20081211,11-12-08,3.1962,3.5006,3.1962,3.5013,4100,0
BBS,20081210,10-12-08,3.3865,3.5006,3.3865,3.5013,1300,1
BBS,20081209,09-12-08,3.3865,3.3865,3.3865,3.3872,1100,1
BBS,20081208,08-12-08,3.1962,3.2343,3.1962,3.1969,5900,0
BBS,20081205,05-12-08,3.5006,3.5006,3.4245,3.4252,1500,0
BBS,20081204,04-12-08,3.767,3.767,3.6148,3.6155,300,0
BBS,20081203,03-12-08,3.6528,3.6528,3.6528,3.6536,300,0
BBS,20081202,02-12-08,3.6528,3.6528,3.6528,3.6536,100,1
BBS,20081201,01-12-08,3.9953,3.9953,3.6148,3.6155,1100,0
BBS,20081128,28-11-08,3.805,3.9192,3.7289,3.8819,3300,1
BBS,20081127,27-11-08,3.805,3.805,3.5387,3.5394,1500,0
BBS,20081126,26-11-08,3.805,3.805,3.6528,3.6536,1200,0
BBS,20081125,25-11-08,3.805,3.805,3.805,3.8058,100,1
BBS,20081124,24-11-08,3.6148,3.805,3.6148,3.7297,1600,0
BBS,20081121,21-11-08,3.805,3.805,3.6148,3.8058,4400,0
BBS,20081120,20-11-08,3.8811,3.8811,3.805,3.8439,2800,0
BBS,20081119,19-11-08,3.9192,4.2997,3.9192,4.3005,700,1
BBS,20081118,18-11-08,4.1475,4.1475,4.1094,4.1483,1200,0
BBS,20081114,14-11-08,4.1475,4.2236,4.0333,4.2244,3800,1
BBS,20081113,13-11-08,3.805,4.1475,3.805,4.1483,400,0
BBS,20081112,12-11-08,3.9192,4.2616,3.9192,4.2625,2200,1
BBS,20081111,11-11-08,4.1855,4.1855,4.1475,4.1483,6200,0
BBS,20081110,10-11-08,4.4519,4.4519,4.4519,4.4528,500,1
BBS,20081107,07-11-08,4.4899,4.4899,4.4138,4.4147,2900,0
BBS,20081106,06-11-08,4.7563,4.7563,4.4519,4.4528,1200,0
BBS,20081105,05-11-08,4.7182,4.7182,4.6802,4.7192,22300,1
BBS,20081104,04-11-08,4.0714,4.6421,4.0714,4.4908,16100,1
BBS,20081103,03-11-08,4.3758,4.3758,4.3377,4.3767,1000,0
BBS,20081031,31-10-08,4.528,4.528,4.0714,4.3767,4600,0
BBS,20081030,30-10-08,4.4519,4.4519,4.2997,4.3767,6500,1
BBS,20081029,29-10-08,3.9953,4.1855,3.9953,4.1864,5400,1
BBS,20081028,28-10-08,3.9192,4.1475,3.8811,4.1483,10400,1
BBS,20081027,27-10-08,4.1855,4.1855,4.1094,4.1103,10600,0
BBS,20081024,24-10-08,4.1855,4.4138,4.1094,4.4147,2400,0
BBS,20081023,23-10-08,4.4138,4.566,4.4138,4.4147,3400,0
BBS,20081021,21-10-08,4.7563,4.7563,4.566,4.567,3000,1
BBS,20081020,20-10-08,4.6421,4.6802,4.4519,4.5289,6800,0
BBS,20081017,17-10-08,4.7563,4.7943,4.566,4.567,2800,1
BBS,20081016,16-10-08,4.9465,4.9465,4.3758,4.4528,2900,0
BBS,20081015,15-10-08,4.7563,4.7563,4.4519,4.6811,11300,1
BBS,20081014,14-10-08,4.4519,4.4519,4.4519,4.4528,2600,1
BBS,20081013,13-10-08,4.1855,4.1855,4.1855,4.1864,5000,0
BBS,20081010,10-10-08,4.4899,4.566,4.3377,4.3767,6100,0
BBS,20081009,09-10-08,4.4138,4.4138,4.1855,4.4147,2900,1
BBS,20081008,08-10-08,4.2997,4.2997,4.1094,4.3005,8800,0
BBS,20081007,07-10-08,4.4519,4.4519,4.4138,4.4528,4100,0
BBS,20081006,06-10-08,4.9465,4.9465,4.6802,4.8714,9100,0
BBS,20081003,03-10-08,5.0226,5.0226,5.0226,5.0236,100,0
BBS,20081002,02-10-08,5.0226,5.0607,4.9465,5.0617,7500,1
BBS,20081001,01-10-08,4.3758,4.9085,4.3758,4.9095,13800,1
BBS,20080930,30-09-08,4.6802,4.6802,4.6802,4.6811,12800,0
BBS,20080929,29-09-08,5.327,5.327,5.0226,5.0236,6300,0
BBS,20080926,26-09-08,5.4412,5.5173,5.327,5.4042,10700,0
BBS,20080925,25-09-08,5.1748,5.4031,5.1748,5.4042,4300,1
BBS,20080924,24-09-08,5.327,5.327,5.0607,5.0617,7100,0
BBS,20080923,23-09-08,5.5173,5.5173,5.1748,5.252,16700,1
BBS,20080922,22-09-08,5.1748,5.1748,5.1748,5.1759,200,1
BBS,20080919,19-09-08,4.8704,4.8704,4.8704,4.8714,1100,1
BBS,20080918,18-09-08,4.3758,4.7182,4.3758,4.6431,19300,0
BBS,20080917,17-09-08,4.6421,4.6802,4.6421,4.6811,7300,0
BBS,20080916,16-09-08,5.1368,5.1368,4.9465,4.9475,19800,0
BBS,20080915,15-09-08,5.2509,5.7075,5.2509,5.252,71300,0
BBS,20080912,12-09-08,5.6314,5.6314,5.6314,5.6326,7000,0
BBS,20080911,11-09-08,6.05,6.05,6.05,6.0512,3900,0
BBS,20080910,10-09-08,6.849,6.849,6.3924,6.3937,15500,0
BBS,20080909,09-09-08,6.849,7.0012,6.4685,6.9646,29800,1
BBS,20080908,08-09-08,6.5827,6.5827,6.1261,6.584,113500,1
BBS,20080905,05-09-08,6.1641,6.1641,6.1641,6.1654,47800,1
BBS,20080904,04-09-08,5.8217,5.8217,5.5173,5.8229,71800,1
BBS,20080903,03-09-08,5.4412,5.4412,5.4412,5.4423,9800,1
BBS,20080829,29-08-08,5.0607,5.2509,5.0607,5.1378,38900,0
BBS,20080828,28-08-08,5.6695,5.6695,5.289,5.2901,9100,0
BBS,20080827,27-08-08,5.6695,5.6695,5.4031,5.6706,66900,1
BBS,20080826,26-08-08,5.289,5.327,5.289,5.3281,8300,1
BBS,20080825,25-08-08,4.9465,4.9846,4.9465,4.9856,14700,1
BBS,20080822,22-08-08,4.6802,4.6802,4.528,4.6811,28400,1
BBS,20080821,21-08-08,4.1941,4.4129,4.1941,4.3765,4900,1
BBS,20080820,20-08-08,4.1211,4.2305,4.1211,4.1942,16200,0
BBS,20080819,19-08-08,4.5952,4.8505,4.3035,4.3036,12700,0
BBS,20080818,18-08-08,4.5952,4.5952,4.5223,4.5589,24800,1
BBS,20080815,15-08-08,4.3035,4.3035,4.3035,4.3036,20300,1
BBS,20080814,14-08-08,4.0846,4.2305,4.0846,4.2306,18700,1
BBS,20080813,13-08-08,4.1576,4.1941,3.9752,4.0118,23400,0
BBS,20080812,12-08-08,4.1576,4.1576,4.0117,4.0118,3700,0
BBS,20080811,11-08-08,4.0117,4.0117,4.0117,4.0118,3000,0
BBS,20080808,08-08-08,4.0117,4.0117,3.7199,4.0118,1800,1
BBS,20080807,07-08-08,3.8658,3.8658,3.8658,3.8659,4900,1
BBS,20080806,06-08-08,3.7199,3.7199,3.5011,3.72,8600,1
BBS,20080805,05-08-08,3.647,3.7199,3.6105,3.6106,10900,0
BBS,20080804,04-08-08,3.7564,3.7929,3.7199,3.72,3000,0
BBS,20080801,01-08-08,4.0117,4.0117,3.8658,3.8659,4600,0
BBS,20080731,31-07-08,4.0117,4.1576,4.0117,4.1577,2800,1
BBS,20080730,30-07-08,4.3035,4.3035,4.0846,4.0847,4400,1
BBS,20080729,29-07-08,4.1576,4.1576,4.0482,4.0483,11300,1
BBS,20080728,28-07-08,4.0117,4.1576,4.0117,4.0118,24000,0
BBS,20080725,25-07-08,4.1576,4.1576,4.1576,4.1577,6800,0
BBS,20080724,24-07-08,4.3035,4.3035,4.3035,4.3036,2400,0
BBS,20080723,23-07-08,4.4493,4.4493,4.4493,4.4495,100,0
BBS,20080722,22-07-08,4.6317,4.6317,4.6317,4.6318,100,0
BBS,20080721,21-07-08,4.814,4.814,4.814,4.8142,500,0
BBS,20080718,18-07-08,4.9964,4.9964,4.9964,4.9965,4900,0
BBS,20080717,17-07-08,5.3611,5.3611,5.0693,5.1059,20700,0
BBS,20080716,16-07-08,5.3611,5.3611,4.9964,5.2153,10700,1
BBS,20080715,15-07-08,5.1787,5.1787,5.1787,5.1789,13100,1
BBS,20080714,14-07-08,4.9599,4.9964,4.9599,4.9965,9000,1
BBS,20080711,11-07-08,4.814,4.814,4.7411,4.8142,48700,1
BBS,20080710,10-07-08,4.6317,4.6317,4.5223,4.6318,7600,1
BBS,20080709,09-07-08,4.4493,4.5223,4.3764,4.5224,16900,1
BBS,20080708,08-07-08,4.3764,4.4493,4.3764,4.3765,4200,1
BBS,20080707,07-07-08,4.6317,4.6317,4.3399,4.34,33700,0
BBS,20080704,04-07-08,4.4858,4.4858,4.4858,4.4859,9400,1
BBS,20080703,03-07-08,4.3035,4.3399,4.3035,4.34,9700,1
BBS,20080702,02-07-08,4.2305,4.267,4.1576,4.2671,6500,1
BBS,20080701,01-07-08,4.0846,4.1576,4.0846,4.1577,15700,1
BBS,20080630,30-06-08,3.9752,4.0482,3.8658,4.0483,7900,1
BBS,20080627,27-06-08,3.8658,4.0482,3.8658,3.9753,4200,0
BBS,20080626,26-06-08,4.1576,4.1576,3.8658,3.9753,6700,0
BBS,20080625,25-06-08,4.0117,4.0482,3.9388,4.0483,20700,1
BBS,20080624,24-06-08,3.9023,3.9023,3.8294,3.9024,5600,0
BBS,20080623,23-06-08,3.6835,3.9752,3.6835,3.9389,8700,1
BBS,20080620,20-06-08,3.8294,3.8294,3.8294,3.8294,1100,0
BBS,20080619,19-06-08,3.9752,3.9752,3.9752,3.9753,1400,0
BBS,20080618,18-06-08,4.1941,4.1941,3.9752,3.9753,7400,0
BBS,20080617,17-06-08,4.0846,4.0846,4.0846,4.0847,1000,1
BBS,20080616,16-06-08,3.9752,3.9752,3.9752,3.9753,100,1
BBS,20080613,13-06-08,3.8658,3.8658,3.8658,3.8659,3100,1
BBS,20080612,12-06-08,3.7564,3.7564,3.7564,3.7565,4700,1
BBS,20080611,11-06-08,3.647,3.647,3.647,3.6471,200,1
BBS,20080610,10-06-08,3.4647,3.6105,3.4647,3.6106,3000,1
BBS,20080609,09-06-08,3.5261,3.5607,3.4916,3.5612,1900,1
BBS,20080606,06-06-08,3.457,3.5261,3.457,3.4574,3100,1
BBS,20080605,05-06-08,3.5953,3.5953,3.4224,3.4229,11900,0
BBS,20080604,04-06-08,3.5261,3.5607,3.5261,3.5266,2100,0
BBS,20080603,03-06-08,3.6299,3.6644,3.6299,3.6649,8700,0
BBS,20080602,02-06-08,3.7336,3.7336,3.7336,3.734,2100,0
BBS,20080530,30-05-08,3.8373,3.8373,3.8027,3.8378,15800,1
BBS,20080529,29-05-08,3.7336,3.7336,3.7336,3.734,700,1
BBS,20080528,28-05-08,3.457,3.6644,3.457,3.6649,6300,1
BBS,20080527,27-05-08,3.5607,3.6299,3.5607,3.5612,11000,0
BBS,20080526,26-05-08,3.6644,3.699,3.6299,3.6303,16100,0
BBS,20080523,23-05-08,3.7336,3.8027,3.7336,3.734,4400,0
BBS,20080522,22-05-08,3.8373,3.8373,3.8373,3.8378,3200,0
BBS,20080521,21-05-08,3.941,3.941,3.941,3.9415,600,0
BBS,20080520,20-05-08,4.0447,4.183,4.0447,4.1835,2200,1
BBS,20080519,19-05-08,4.1484,4.2521,4.1484,4.1489,1200,0
BBS,20080516,16-05-08,4.2175,4.2175,4.0793,4.1489,4300,1
BBS,20080515,15-05-08,4.1138,4.1138,4.1138,4.1144,6400,0
BBS,20080514,14-05-08,4.2175,4.2175,4.2175,4.2181,5200,0
BBS,20080513,13-05-08,4.3213,4.3213,4.3213,4.3218,3500,0
BBS,20080512,12-05-08,4.425,4.425,4.425,4.4255,1200,0
BBS,20080509,09-05-08,4.5287,4.5287,4.5287,4.5292,4000,0
BBS,20080508,08-05-08,4.667,4.667,4.667,4.6675,1400,0
BBS,20080507,07-05-08,4.8052,4.8744,4.8052,4.8058,3100,0
BBS,20080506,06-05-08,4.9435,4.9781,4.9435,4.9441,2500,0
BBS,20080505,05-05-08,5.1855,5.2546,5.0127,5.0133,4400,0
BBS,20080429,29-04-08,5.1164,5.3929,5.1164,5.1862,6000,0
BBS,20080428,28-04-08,5.2892,5.2892,5.1855,5.2899,8700,1
BBS,20080425,25-04-08,5.1855,5.2201,5.0818,5.2207,6200,0
BBS,20080424,24-04-08,5.2201,5.2546,5.2201,5.2207,8000,0
BBS,20080423,23-04-08,5.3584,5.3584,5.3584,5.359,1600,0
