<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>,<Trend>
BBS,20110915,15-09-11,4.0265,4.0265,3.8675,3.8679,15000,0
BBS,20110914,14-09-11,3.9205,4.2914,3.9205,4.2918,3700,1
BBS,20110913,13-09-11,4.0265,4.1324,3.9735,4.1328,15300,1
BBS,20110912,12-09-11,3.9205,3.9205,3.7616,3.9209,9900,1
BBS,20110909,09-09-11,3.8675,3.8675,3.7086,3.7619,17600,0
BBS,20110908,08-09-11,3.8675,4.0795,3.7086,4.0799,33100,1
BBS,20110907,07-09-11,3.7616,3.8675,3.7616,3.8679,900,1
BBS,20110906,06-09-11,3.7616,3.7616,3.5497,3.55,5000,0
BBS,20110905,05-09-11,3.7086,3.9205,3.7086,3.7619,5200,0
BBS,20110901,01-09-11,3.8675,3.9735,3.8675,3.9209,3800,1
BBS,20110831,31-08-11,3.9205,3.9205,3.8675,3.8679,4600,0
BBS,20110830,30-08-11,4.2384,4.2384,4.1324,4.1328,3100,0
BBS,20110829,29-08-11,4.3973,4.3973,4.3973,4.3978,300,1
BBS,20110826,26-08-11,4.5033,4.5033,4.1324,4.1328,1900,0
BBS,20110825,25-08-11,4.5033,4.5033,4.2384,4.2388,200,1
BBS,20110824,24-08-11,4.2384,4.3973,3.8675,3.8679,1900,0
BBS,20110823,23-08-11,4.1324,4.1324,4.1324,4.1328,100,1
BBS,20110822,22-08-11,3.7086,4.2384,3.7086,3.8679,4000,0
BBS,20110819,19-08-11,3.6556,4.0265,3.6556,4.0269,1000,1
BBS,20110817,17-08-11,3.9205,3.9205,3.9205,3.9209,100,1
BBS,20110816,16-08-11,3.7086,3.7086,3.7086,3.709,1000,0
BBS,20110815,15-08-11,3.7086,3.7616,3.7086,3.709,800,0
BBS,20110812,12-08-11,3.9735,3.9735,3.7086,3.709,300,0
BBS,20110811,11-08-11,4.0795,4.0795,3.8675,3.8679,3200,0
BBS,20110809,09-08-11,4.1324,4.1324,4.0795,4.0799,500,0
BBS,20110808,08-08-11,4.3973,4.3973,4.2384,4.2388,200,0
BBS,20110804,04-08-11,4.5033,4.5033,4.5033,4.5037,100,1
BBS,20110803,03-08-11,4.4503,4.4503,4.4503,4.4508,400,1
BBS,20110802,02-08-11,4.5033,4.5033,4.2384,4.2388,1200,0
BBS,20110801,01-08-11,4.5033,4.5033,4.5033,4.5037,200,1
BBS,20110729,29-07-11,4.7682,4.7682,4.4503,4.4508,2800,0
BBS,20110728,28-07-11,4.7682,4.7682,4.7682,4.7687,100,1
BBS,20110727,27-07-11,4.5033,4.5033,4.5033,4.5037,700,1
BBS,20110726,26-07-11,4.2384,4.2384,4.2384,4.2388,1000,0
BBS,20110725,25-07-11,4.2384,4.5563,4.1854,4.5567,2800,1
BBS,20110722,22-07-11,4.5033,4.5033,4.2384,4.2388,1300,0
BBS,20110721,21-07-11,4.4503,4.4503,4.4503,4.4508,3500,0
BBS,20110720,20-07-11,4.7682,4.7682,4.7682,4.7687,1000,0
BBS,20110719,19-07-11,5.245,5.245,4.7682,4.7687,300,0
BBS,20110718,18-07-11,5.245,5.245,4.7682,4.7687,300,0
BBS,20110715,15-07-11,4.9271,4.9271,4.9271,4.9276,1000,0
BBS,20110705,05-07-11,5.298,5.298,5.298,5.2985,100,0
BBS,20110629,29-06-11,5.404,5.7218,5.404,5.6694,1500,0
BBS,20110628,28-06-11,6.0927,6.0927,5.6689,5.6694,500,0
BBS,20110623,23-06-11,6.0927,6.0927,6.0927,6.0933,100,1
BBS,20110621,21-06-11,5.7748,5.7748,5.7748,5.7754,100,1
BBS,20110620,20-06-11,6.0397,6.0397,5.351,5.3515,1200,0
BBS,20110615,15-06-11,5.7218,5.7218,5.7218,5.7224,200,1
BBS,20110614,14-06-11,5.4569,5.4569,5.1391,5.1396,400,0
BBS,20110608,08-06-11,5.1391,5.1391,5.1391,5.1396,100,0
BBS,20110607,07-06-11,5.4569,5.4569,5.4569,5.4575,200,1
BBS,20110606,06-06-11,5.1391,5.1391,5.1391,5.1396,100,1
BBS,20110602,02-06-11,4.8212,4.9801,4.8212,4.8746,2900,1
BBS,20110530,30-05-11,5.192,5.192,4.5563,4.5567,1300,0
BBS,20110527,27-05-11,4.8742,4.8742,4.8742,4.8746,300,1
BBS,20110526,26-05-11,4.557,4.557,4.557,4.557,4200,0
BBS,20110523,23-05-11,4.8825,4.8825,4.8825,4.8825,2400,0
BBS,20110520,20-05-11,5.2545,5.2545,5.022,5.022,7300,1
BBS,20110519,19-05-11,4.9755,4.9755,4.9755,4.9755,3700,0
BBS,20110518,18-05-11,5.5335,5.5335,4.9755,4.9755,7600,0
BBS,20110517,17-05-11,5.3475,5.3475,5.3475,5.3475,400,0
BBS,20110513,13-05-11,5.7195,5.7195,5.7195,5.7195,400,0
BBS,20110512,12-05-11,6.231,6.231,5.7195,5.7195,7100,0
BBS,20110511,11-05-11,6.138,6.138,6.138,6.138,1000,0
BBS,20110510,10-05-11,6.5565,6.5565,6.138,6.138,10200,0
BBS,20110509,09-05-11,6.231,6.231,6.231,6.231,100,1
BBS,20110505,05-05-11,6.7425,6.7425,6.0915,6.0915,5700,1
BBS,20110428,28-04-11,6.51,6.51,6.045,6.045,5100,1
BBS,20110427,27-04-11,6.045,6.231,5.9055,5.9055,9600,1
BBS,20110426,26-04-11,5.952,5.952,5.673,5.673,1700,0
BBS,20110425,25-04-11,5.952,5.952,5.952,5.952,100,0
BBS,20110422,22-04-11,5.9985,5.9985,5.9985,5.9985,100,0
BBS,20110421,21-04-11,6.417,6.417,6.417,6.417,100,0
BBS,20110420,20-04-11,6.882,6.882,6.882,6.882,100,0
BBS,20110413,13-04-11,7.3935,7.3935,7.161,7.161,10300,1
BBS,20110401,01-04-11,6.5565,7.2075,6.5565,6.7425,11700,0
BBS,20110329,29-03-11,6.51,7.0215,6.51,6.789,13800,0
BBS,20110328,28-03-11,6.8355,6.8355,6.8355,6.8355,9400,1
BBS,20110325,25-03-11,6.9285,6.9285,6.1845,6.1845,7700,0
BBS,20110324,24-03-11,6.603,6.603,6.603,6.603,5400,0
BBS,20110323,23-03-11,7.068,7.161,6.603,6.603,10400,1
BBS,20110322,22-03-11,7.068,7.068,6.3705,6.3705,13300,0
BBS,20110321,21-03-11,6.8355,6.8355,6.8355,6.8355,100,1
BBS,20110318,18-03-11,7.3005,7.3005,6.789,6.789,11700,1
BBS,20110314,14-03-11,7.254,7.254,6.7425,6.7425,11900,1
BBS,20110311,11-03-11,6.789,7.1145,6.696,6.696,14800,0
BBS,20110310,10-03-11,6.7425,6.7425,6.7425,6.7425,1500,0
BBS,20110304,04-03-11,7.2075,7.2075,7.2075,7.2075,1000,0
BBS,20110302,02-03-11,7.4865,7.4865,7.4865,7.4865,10400,1
BBS,20110301,01-03-11,7.3935,7.3935,7.3935,7.3935,9500,1
BBS,20110228,28-02-11,7.161,7.347,6.696,6.696,16300,1
BBS,20110224,24-02-11,7.3935,7.3935,6.51,6.51,14000,0
BBS,20110223,23-02-11,6.975,6.975,6.975,6.975,100,0
BBS,20110222,22-02-11,7.3935,7.3935,7.3935,7.3935,8400,1
BBS,20110218,18-02-11,7.161,7.161,7.161,7.161,100,0
BBS,20110217,17-02-11,7.254,7.7655,7.254,7.6725,10500,0
BBS,20110216,16-02-11,7.7655,7.7655,7.7655,7.7655,6600,1
BBS,20110215,15-02-11,7.8585,7.8585,7.3005,7.3005,7700,0
BBS,20110214,14-02-11,7.812,7.8585,7.44,7.44,7200,0
BBS,20110211,11-02-11,7.812,7.812,7.812,7.812,3000,0
BBS,20110210,10-02-11,7.9515,7.9515,7.9515,7.9515,5200,0
BBS,20110209,09-02-11,7.998,7.998,7.998,7.998,4700,0
BBS,20110208,08-02-11,8.0445,8.0445,8.0445,8.0445,4300,1
BBS,20110128,28-01-11,7.812,7.812,7.812,7.812,3900,0
BBS,20110127,27-01-11,7.9515,7.9515,7.812,7.812,3200,0
BBS,20110126,26-01-11,8.091,8.091,8.091,8.091,2400,0
BBS,20110125,25-01-11,8.3235,8.3235,8.1375,8.1375,3200,0
BBS,20110124,24-01-11,8.2305,8.277,8.2305,8.277,4800,1
BBS,20110121,21-01-11,8.3235,8.3235,7.6725,7.6725,14400,0
BBS,20110120,20-01-11,8.2305,8.2305,8.2305,8.2305,13400,1
BBS,20110119,19-01-11,8.6955,8.835,7.905,7.9515,13100,1
BBS,20110118,18-01-11,8.3235,8.463,7.905,7.905,15700,0
BBS,20110117,17-01-11,8.3235,8.3235,7.905,8.184,16700,1
BBS,20110114,14-01-11,7.998,7.998,7.998,7.998,3600,1
BBS,20110113,13-01-11,8.6955,8.6955,7.905,7.905,14000,1
BBS,20110112,12-01-11,7.347,8.3235,7.347,7.812,11400,0
BBS,20110111,11-01-11,7.8585,7.8585,7.8585,7.8585,100,0
BBS,20110110,10-01-11,8.6955,8.6955,8.0445,8.0445,16100,0
BBS,20110107,07-01-11,8.649,8.6955,8.463,8.6955,8000,1
BBS,20110106,06-01-11,8.7885,8.7885,8.4165,8.4165,12300,0
BBS,20110105,05-01-11,8.7885,8.7885,8.463,8.6955,4100,1
BBS,20110104,04-01-11,8.835,9.207,8.6025,8.6025,11600,0
BBS,20101231,31-12-10,8.649,8.6955,8.6025,8.6955,16600,1
BBS,20101230,30-12-10,8.649,8.7885,7.998,7.998,11600,0
BBS,20101229,29-12-10,8.277,8.742,7.7655,8.277,14300,1
BBS,20101228,28-12-10,8.649,8.649,8.1375,8.1375,1900,0
BBS,20101227,27-12-10,8.7885,8.7885,8.1375,8.1375,2700,0
BBS,20101224,24-12-10,8.463,8.742,8.3235,8.3235,8500,0
BBS,20101223,23-12-10,8.091,8.3235,7.9515,8.3235,14300,0
BBS,20101222,22-12-10,8.184,8.742,8.184,8.3235,10800,1
BBS,20101221,21-12-10,8.3235,8.3235,7.9515,7.998,14800,1
BBS,20101220,20-12-10,8.556,8.6025,7.8585,7.8585,14200,0
BBS,20101217,17-12-10,8.3235,8.3235,7.905,7.998,12900,1
BBS,20101216,16-12-10,7.812,7.812,7.812,7.812,200,0
BBS,20101214,14-12-10,8.37,8.37,8.37,8.37,300,0
BBS,20101213,13-12-10,8.9745,9.021,8.835,8.9745,13400,0
BBS,20101210,10-12-10,8.835,8.9745,8.835,8.9745,10000,0
BBS,20101209,09-12-10,8.2305,9.114,8.2305,9.114,11800,1
BBS,20101206,06-12-10,8.7885,8.928,8.6025,8.6025,10700,0
BBS,20101203,03-12-10,8.8815,8.928,8.0445,8.835,17200,1
BBS,20101202,02-12-10,7.6725,8.7885,7.6725,8.6025,10100,1
BBS,20101201,01-12-10,8.37,8.4165,7.905,8.37,8000,1
BBS,20101130,30-11-10,7.533,8.0445,7.533,8.0445,38500,0
BBS,20101129,29-11-10,7.347,8.37,7.347,8.184,20900,1
BBS,20101126,26-11-10,7.8585,7.8585,7.8585,7.8585,100,1
BBS,20101124,24-11-10,7.5795,7.5795,7.5795,7.5795,100,1
BBS,20101123,23-11-10,7.347,7.347,7.347,7.347,700,0
BBS,20101122,22-11-10,7.8585,7.8585,7.8585,7.8585,100,1
BBS,20101119,19-11-10,7.998,7.998,7.161,7.161,400,0
BBS,20101118,18-11-10,7.161,7.998,7.161,7.161,1900,0
BBS,20101116,16-11-10,8.091,8.091,7.2075,7.2075,2100,0
BBS,20101115,15-11-10,7.719,7.719,7.719,7.719,100,0
BBS,20101111,11-11-10,8.7885,8.7885,7.7655,7.7655,200,0
BBS,20101108,08-11-10,8.3235,8.3235,8.3235,8.3235,100,1
BBS,20101105,05-11-10,7.905,7.905,7.905,7.905,100,1
BBS,20101104,04-11-10,7.719,7.719,7.719,7.719,100,1
BBS,20101103,03-11-10,7.8585,7.8585,6.882,6.882,200,0
BBS,20101102,02-11-10,7.3935,7.3935,7.347,7.347,200,0
BBS,20101101,01-11-10,7.812,7.812,7.812,7.812,1000,0
BBS,20101029,29-10-10,8.37,8.37,8.37,8.37,100,1
BBS,20101021,21-10-10,8.3235,8.3235,8.3235,8.3235,100,1
BBS,20101014,14-10-10,8.1375,8.1375,8.1375,8.1375,300,0
BBS,20101013,13-10-10,8.2305,8.2305,8.2305,8.2305,100,0
BBS,20101008,08-10-10,8.556,8.742,8.556,8.556,1800,1
BBS,20101007,07-10-10,8.6955,8.6955,8.463,8.463,800,1
BBS,20101001,01-10-10,8.37,8.37,8.37,8.37,200,1
BBS,20100929,29-09-10,8.277,8.3235,8.277,8.3235,1400,1
BBS,20100928,28-09-10,7.905,7.905,7.905,7.905,200,1
BBS,20100924,24-09-10,7.905,7.905,7.44,7.44,4100,0
BBS,20100922,22-09-10,7.998,7.998,7.998,7.998,100,1
BBS,20100921,21-09-10,7.4865,7.4865,7.4865,7.4865,100,0
BBS,20100916,16-09-10,7.812,7.812,7.812,7.812,300,0
BBS,20100915,15-09-10,8.184,8.184,8.184,8.184,100,0
BBS,20100914,14-09-10,8.37,8.37,8.37,8.37,4000,0
BBS,20100913,13-09-10,8.37,8.37,8.37,8.37,5000,0
BBS,20100910,10-09-10,8.37,8.37,8.37,8.37,100,0
BBS,20100909,09-09-10,7.812,8.37,7.812,8.37,700,0
BBS,20100908,08-09-10,7.9515,8.4165,7.905,8.4165,1300,1
BBS,20100907,07-09-10,7.905,7.905,7.905,7.905,200,0
BBS,20100906,06-09-10,8.37,8.37,8.37,8.37,4200,1
BBS,20100901,01-09-10,8.1375,8.184,8.091,8.091,3400,0
BBS,20100831,31-08-10,9.021,9.021,8.6025,8.649,600,1
BBS,20100830,30-08-10,9.0675,9.0675,8.2305,8.2305,200,0
BBS,20100827,27-08-10,8.928,8.928,8.37,8.37,200,0
BBS,20100826,26-08-10,8.4165,8.4165,8.4165,8.4165,100,1
BBS,20100824,24-08-10,7.9515,7.9515,7.9515,7.9515,100,1
BBS,20100823,23-08-10,7.44,7.4865,7.44,7.4865,1100,0
BBS,20100820,20-08-10,7.812,7.812,7.6725,7.6725,3300,0
BBS,20100819,19-08-10,7.9515,7.9515,7.9515,7.9515,1300,0
BBS,20100818,18-08-10,7.905,8.37,7.905,8.37,800,0
BBS,20100817,17-08-10,8.4165,8.4165,8.4165,8.4165,300,0
BBS,20100816,16-08-10,8.37,8.5095,8.37,8.5095,3800,1
BBS,20100811,11-08-10,8.37,8.835,8.37,8.37,600,0
BBS,20100806,06-08-10,8.928,8.928,8.928,8.928,100,1
BBS,20100805,05-08-10,8.4165,9.3,8.4165,8.4165,6300,0
BBS,20100802,02-08-10,8.6936,9.298,8.6936,9.2999,200,0
BBS,20100730,30-07-10,9.298,9.298,9.298,9.2999,100,1
BBS,20100729,29-07-10,8.649,9.486,8.649,8.649,5700,0
BBS,20100728,28-07-10,9.298,9.298,9.298,9.2999,200,1
BBS,20100726,26-07-10,8.7885,8.7885,8.742,8.742,1400,0
BBS,20100722,22-07-10,8.8331,9.6699,8.7866,9.6719,1000,1
BBS,20100720,20-07-10,9.1585,9.1585,9.1585,9.1604,600,1
BBS,20100719,19-07-10,9.114,9.207,9.0675,9.114,3200,0
BBS,20100715,15-07-10,9.6699,9.6699,9.5305,9.5324,200,1
BBS,20100714,14-07-10,9.3445,9.3445,9.205,9.2069,4700,0
BBS,20100713,13-07-10,9.7629,9.7629,9.7629,9.7649,200,1
BBS,20100712,12-07-10,9.9954,9.9954,9.205,9.2999,3800,0
BBS,20100709,09-07-10,9.8559,9.8559,9.8559,9.8579,1000,1
BBS,20100708,08-07-10,10.0418,10.0418,9.298,9.2999,7300,0
BBS,20100707,07-07-10,9.9954,9.9954,9.9954,9.9974,500,1
BBS,20100706,06-07-10,9.9489,9.9489,9.9489,9.9509,1000,1
BBS,20100705,05-07-10,9.9954,10.0418,9.7629,9.7649,1200,1
BBS,20100702,02-07-10,9.7629,9.7629,9.205,9.2069,500,0
BBS,20100701,01-07-10,9.6234,9.6234,9.6234,9.6254,100,0
BBS,20100630,30-06-10,8.8331,9.7629,8.8331,9.7649,4200,1
BBS,20100629,29-06-10,9.298,9.5305,9.298,9.2999,7200,0
BBS,20100628,28-06-10,9.5305,9.5305,9.5305,9.5324,2700,1
BBS,20100625,25-06-10,9.5305,9.5305,9.391,9.3929,17600,0
BBS,20100624,24-06-10,10.7857,10.7857,9.7629,10.0439,6100,0
BBS,20100623,23-06-10,10.0883,10.0883,10.0418,10.0439,6200,0
BBS,20100622,22-06-10,10.7857,10.7857,10.7857,10.7879,5000,1
BBS,20100621,21-06-10,9.9954,10.5067,9.9024,10.5089,47200,1
BBS,20100618,18-06-10,9.391,10.0418,9.391,9.9974,37000,1
BBS,20100617,17-06-10,9.205,9.7164,9.205,9.7184,25700,1
BBS,20100616,16-06-10,9.112,9.2515,9.112,9.2534,10500,0
BBS,20100615,15-06-10,8.8331,9.2515,8.8331,9.2534,16500,1
BBS,20100614,14-06-10,8.6927,8.7828,8.5576,8.5593,800,1
BBS,20100611,11-06-10,8.1522,8.4225,8.1522,8.3341,2400,0
BBS,20100610,10-06-10,9.1882,9.1882,8.5576,8.6494,1100,1
BBS,20100609,09-06-10,8.6927,8.6927,8.5576,8.5593,1400,0
BBS,20100608,08-06-10,8.6477,8.6477,8.5576,8.5593,1600,1
BBS,20100607,07-06-10,8.3324,8.3324,8.2423,8.289,6200,0
BBS,20100604,04-06-10,9.008,9.008,8.6477,8.6494,400,0
BBS,20100603,03-06-10,9.4584,9.4584,8.6026,8.6944,14500,0
BBS,20100602,02-06-10,9.1431,9.1431,9.1431,9.1449,1200,1
BBS,20100601,01-06-10,8.7828,8.7828,8.7828,8.7845,3000,1
BBS,20100531,31-05-10,9.5485,9.5485,8.5576,8.5593,2600,0
BBS,20100528,28-05-10,8.7828,9.2332,8.7378,9.1449,12300,1
BBS,20100527,27-05-10,8.7378,8.8729,8.7378,8.7395,3000,0
BBS,20100526,26-05-10,9.008,9.008,8.7828,8.9647,5800,1
BBS,20100525,25-05-10,9.1431,9.1431,8.5576,8.6044,7300,0
BBS,20100524,24-05-10,9.0981,9.1882,8.2423,9.19,4700,1
BBS,20100521,21-05-10,9.0981,9.0981,8.5576,8.5593,7500,0
BBS,20100520,20-05-10,9.4584,9.4584,8.7828,9.3702,5000,1
BBS,20100519,19-05-10,9.2332,9.4584,8.7828,8.7845,31100,0
BBS,20100518,18-05-10,9.0981,10.0439,9.0981,9.0999,7000,0
BBS,20100517,17-05-10,9.2782,9.9088,9.2782,9.5954,10400,0
BBS,20100514,14-05-10,9.7286,9.9088,9.7286,9.7306,25000,0
BBS,20100513,13-05-10,10.4493,10.4493,10.4493,10.4514,500,0
BBS,20100512,12-05-10,11.26,11.9806,10.4493,10.4514,37400,0
BBS,20100511,11-05-10,11.4852,11.4852,10.3592,10.4514,24700,0
BBS,20100510,10-05-10,11.1699,11.215,10.5394,10.5865,69800,1
BBS,20100507,07-05-10,10.3592,10.4943,10.3592,10.4964,63600,1
BBS,20100506,06-05-10,9.4584,10.3592,9.4584,10.3613,113100,1
BBS,20100505,05-05-10,9.7286,10.3142,9.5935,9.7306,7500,0
BBS,20100504,04-05-10,9.3233,9.9088,9.3233,9.9108,23100,1
BBS,20100429,29-04-10,9.2782,9.9088,9.0981,9.3251,15500,1
BBS,20100428,28-04-10,9.4584,9.4584,9.2332,9.2801,5300,0
BBS,20100427,27-04-10,9.2782,9.7737,9.2782,9.5954,9600,1
BBS,20100426,26-04-10,9.6836,9.6836,9.0981,9.3702,10900,0
BBS,20100422,22-04-10,9.7737,9.7737,9.6836,9.7306,14600,1
BBS,20100421,21-04-10,9.2253,9.3886,8.7763,9.1046,8900,1
BBS,20100420,20-04-10,9.1437,9.1845,8.7763,9.0638,7900,0
BBS,20100419,19-04-10,9.8376,9.8376,8.9804,9.2271,10500,1
BBS,20100416,16-04-10,9.1845,9.2661,9.1845,9.1863,18400,0
BBS,20100415,15-04-10,9.9601,9.9601,9.1845,9.1863,2900,0
BBS,20100414,14-04-10,9.7968,9.9601,9.0212,9.5945,14400,1
BBS,20100413,13-04-10,9.9193,9.9193,9.2253,9.2271,13800,0
BBS,20100412,12-04-10,10.1234,10.2866,9.5927,9.6762,15200,1
BBS,20100409,09-04-10,9.3886,9.6335,9.3886,9.6354,32500,1
BBS,20100408,08-04-10,9.2253,9.2253,8.9804,9.1863,17900,1
BBS,20100407,07-04-10,8.4497,8.7355,8.4497,8.6147,9800,0
BBS,20100406,06-04-10,8.0007,8.7355,8.0007,8.7372,3800,1
BBS,20100405,05-04-10,8.5314,8.7355,8.5314,8.5739,2600,0
BBS,20100402,02-04-10,8.5314,8.5722,8.4906,8.5739,1800,0
BBS,20100401,01-04-10,8.164,8.5722,8.164,8.5739,1900,1
BBS,20100331,31-03-10,8.3681,8.3681,8.3681,8.3697,900,0
BBS,20100330,30-03-10,8.8988,8.8988,8.5722,8.5739,2200,0
BBS,20100329,29-03-10,9.5519,9.5519,8.5722,8.9821,5100,0
BBS,20100324,24-03-10,8.9804,8.9804,8.9804,8.9821,3000,0
BBS,20100323,23-03-10,8.9804,8.9804,8.9804,8.9821,1000,0
BBS,20100322,22-03-10,8.9804,8.9804,8.9804,8.9821,600,1
BBS,20100319,19-03-10,9.1437,9.1437,8.7763,8.778,1000,0
BBS,20100318,18-03-10,8.9804,8.9804,8.9804,8.9821,300,1
BBS,20100317,17-03-10,8.8171,8.8579,8.8171,8.8188,1100,0
BBS,20100316,16-03-10,9.3886,9.3886,9.1845,9.2271,7400,1
BBS,20100315,15-03-10,9.3886,9.5927,9.1845,9.1863,9100,1
BBS,20100312,12-03-10,9.5519,9.5519,9.0212,9.1454,6700,0
BBS,20100311,11-03-10,9.1845,9.1845,9.1437,9.1454,1100,0
BBS,20100310,10-03-10,9.1437,9.1437,9.1437,9.1454,500,1
BBS,20100309,09-03-10,9.1029,9.1437,9.1029,9.1046,4600,1
BBS,20100308,08-03-10,8.8579,9.1845,8.8579,8.9821,11100,1
BBS,20100305,05-03-10,8.8171,8.8171,8.8171,8.8188,2700,0
BBS,20100304,04-03-10,8.7763,8.8988,8.7763,8.8188,13300,1
BBS,20100303,03-03-10,8.7763,8.7763,8.5722,8.778,9700,0
BBS,20100302,02-03-10,8.9804,8.9804,8.9804,8.9821,600,0
BBS,20100301,01-03-10,8.9804,9.3886,8.9804,9.3904,700,1
BBS,20100226,26-02-10,8.9804,8.9804,8.8579,8.9821,800,0
BBS,20100225,25-02-10,9.1845,9.1845,9.1845,9.1863,100,0
BBS,20100224,24-02-10,9.1845,9.1845,9.1845,9.1863,300,0
BBS,20100211,11-02-10,9.5927,9.7968,9.5927,9.7987,500,1
BBS,20100208,08-02-10,9.2661,9.2661,9.1029,9.1046,2400,0
BBS,20100205,05-02-10,9.1845,9.3886,9.1845,9.3904,2100,0
BBS,20100204,04-02-10,8.9804,9.6743,8.9804,9.6762,200,1
BBS,20100203,03-02-10,9.1437,9.2661,9.1437,9.2679,500,0
BBS,20100202,02-02-10,9.3478,9.3886,9.3478,9.3904,1900,0
BBS,20100201,01-02-10,9.1437,9.5927,9.1437,9.5945,500,1
BBS,20100129,29-01-10,9.0212,9.3478,9.0212,9.3496,500,1
BBS,20100128,28-01-10,9.3886,9.3886,9.307,9.3088,2700,0
BBS,20100127,27-01-10,9.5519,9.5519,9.4702,9.4721,700,0
BBS,20100126,26-01-10,9.3886,9.7152,9.3886,9.717,5900,1
BBS,20100122,22-01-10,9.1029,9.1029,9.1029,9.1046,200,0
BBS,20100121,21-01-10,9.1845,9.1845,9.1845,9.1863,3000,0
BBS,20100120,20-01-10,9.1845,9.1845,9.1845,9.1863,100,0
BBS,20100119,19-01-10,8.2865,9.1845,8.2865,9.1863,900,1
BBS,20100118,18-01-10,8.6538,8.6538,8.6538,8.6555,300,0
BBS,20100114,14-01-10,8.8171,9.4294,8.8171,9.4312,4600,1
BBS,20100113,13-01-10,9.1845,9.1845,8.5722,8.5739,800,0
BBS,20100112,12-01-10,9.0212,9.0212,9.0212,9.023,500,0
BBS,20100111,11-01-10,9.307,9.307,9.307,9.3088,500,0
BBS,20100108,08-01-10,10.1234,10.1234,9.4702,9.4721,1700,0
BBS,20100107,07-01-10,10.205,10.205,9.9193,9.9212,700,1
BBS,20100106,06-01-10,10.205,10.205,9.7968,9.7987,3200,0
BBS,20100105,05-01-10,10.205,10.205,9.9601,9.962,3900,0
BBS,20100104,04-01-10,11.0214,11.0214,10.6132,10.6561,2800,1
BBS,20091231,31-12-09,10.5316,10.5316,10.2866,10.2886,7900,1
BBS,20091230,30-12-09,10.205,10.205,10.0417,10.0437,4100,0
BBS,20091229,29-12-09,10.0825,10.0825,10.0417,10.0437,3000,0
BBS,20091228,28-12-09,9.3886,10.205,9.3886,10.207,2500,1
BBS,20091225,25-12-09,10.205,10.4091,9.4294,10.1253,6100,1
BBS,20091223,23-12-09,9.7968,10.205,9.7968,9.7987,1200,1
BBS,20091222,22-12-09,9.7152,10.0417,9.5927,9.5945,1500,0
BBS,20091221,21-12-09,9.4294,10.0009,9.4294,10.0028,2000,1
BBS,20091218,18-12-09,8.6947,9.7968,8.6947,9.4312,4200,1
BBS,20091217,17-12-09,9.307,9.307,9.307,9.3088,500,0
BBS,20091215,15-12-09,10.0009,10.0009,10.0009,10.0028,100,1
BBS,20091214,14-12-09,8.8988,9.5519,8.8988,9.5537,1500,0
BBS,20091210,10-12-09,9.5111,9.5927,9.5111,9.5537,3100,0
BBS,20091209,09-12-09,10.205,10.205,10.205,10.207,100,0
BBS,20091207,07-12-09,10.8173,10.8173,10.8173,10.8194,100,1
BBS,20091203,03-12-09,10.5316,10.5316,10.1642,10.4111,900,1
BBS,20091202,02-12-09,9.756,10.205,9.756,10.207,1000,1
BBS,20091201,01-12-09,9.1845,9.7968,9.1845,9.7987,2600,1
BBS,20091130,30-11-09,8.7763,9.307,8.7355,9.3088,4700,0
BBS,20091127,27-11-09,8.5314,9.756,8.5314,9.6762,8200,1
BBS,20091126,26-11-09,9.1437,9.1437,9.1437,9.1454,1100,0
BBS,20091125,25-11-09,10.4091,10.4091,9.7152,9.717,3000,0
BBS,20091123,23-11-09,10.4091,10.8173,10.4091,10.8194,4200,1
BBS,20091120,20-11-09,10.9806,10.9806,10.205,10.207,2400,0
BBS,20091119,19-11-09,10.9398,10.9806,10.6132,10.6152,5600,0
BBS,20091118,18-11-09,10.205,10.9806,10.205,10.9827,600,1
BBS,20091117,17-11-09,10.4091,11.0214,10.205,10.207,700,0
BBS,20091116,16-11-09,11.0214,11.0214,10.8173,10.8194,2100,0
BBS,20091113,13-11-09,10.8173,11.0214,10.8173,10.8602,2100,1
BBS,20091112,12-11-09,11.0214,11.0622,10.8173,10.8194,5600,1
BBS,20091111,11-11-09,10.0825,10.6948,10.0825,10.6152,2800,1
BBS,20091109,09-11-09,10.0417,10.205,10.0417,10.0845,10800,0
BBS,20091106,06-11-09,10.6948,10.8581,10.5724,10.6969,16700,0
BBS,20091105,05-11-09,9.7968,10.9806,9.5927,10.8602,18600,1
BBS,20091104,04-11-09,10.3275,10.6132,10.0009,10.0028,12600,0
BBS,20091103,03-11-09,10.6132,10.6132,10.2458,10.2478,18200,0
BBS,20091102,02-11-09,11.4296,11.4296,10.8581,10.8602,8500,0
BBS,20091030,30-10-09,11.5521,12.246,11.4296,11.4318,14900,0
BBS,20091029,29-10-09,12.0011,12.3276,11.0214,11.4318,28600,0
BBS,20091028,28-10-09,11.4296,11.6745,11.4296,11.5543,52400,1
BBS,20091027,27-10-09,10.4907,11.3888,10.4907,11.391,37700,1
BBS,20091026,26-10-09,10.7357,11.2663,10.6132,10.8194,42400,1
BBS,20091023,23-10-09,11.0214,11.2255,10.3275,10.3295,35100,0
BBS,20091022,22-10-09,11.2663,11.348,10.8173,10.8194,14600,0
BBS,20091021,21-10-09,11.0214,11.6337,11.0214,11.2685,114300,1
