<Ticker>,<DTYYYYMMDD>,<Date>,<Open>,<High>,<Low>,<Close>,<Volume>
VCB,20200423,23-04-20,71,71,68.8,69.2,1201610
VCB,20200422,22-04-20,69,71.1,69,69.3,1612290
VCB,20200421,21-04-20,71,71.5,67.8,71.5,2159110
VCB,20200420,20-04-20,71.7,72.4,70.8,71.9,1026030
VCB,20200417,17-04-20,71.5,71.8,70.9,71.4,1473140
VCB,20200416,16-04-20,70,71.2,69.8,71.2,1057050
VCB,20200415,15-04-20,69.7,71.3,69.7,70.9,1017740
VCB,20200414,14-04-20,70.5,70.8,67.8,69.9,1944570
VCB,20200413,13-04-20,70.6,71.8,70,70.8,1046830
VCB,20200410,10-04-20,71,71.9,69.6,70.6,1599380
VCB,20200409,09-04-20,68,72,68,71,1795170
VCB,20200408,08-04-20,67,68.2,66.8,67.5,1778380
VCB,20200407,07-04-20,68,69,66.8,68.2,1773570
VCB,20200406,06-04-20,67.5,68.3,66,68,2111200
VCB,20200403,03-04-20,65,66.3,64,65.5,1726690
VCB,20200401,01-04-20,61.5,65.9,61.5,65,1229320
VCB,20200331,31-03-20,61.5,64.1,60,62,957500
VCB,20200330,30-03-20,60.1,61.4,59.8,61,1637330
VCB,20200327,27-03-20,63.3,65.9,62.5,64.1,1569620
VCB,20200326,26-03-20,62,64.7,61.5,63.2,1484590
VCB,20200325,25-03-20,60,62,59.7,62,1835730
VCB,20200324,24-03-20,57.2,58.4,56.6,58,1498070
VCB,20200323,23-03-20,57.6,58.5,57.2,57.2,1875070
VCB,20200320,20-03-20,66,66.3,61.5,61.5,2763360
VCB,20200319,19-03-20,67.3,68.7,66,66,1191150
VCB,20200318,18-03-20,68,70.7,68,69.3,1099800
VCB,20200317,17-03-20,67.5,67.5,63.6,67.5,1364590
VCB,20200316,16-03-20,71,71,66.5,67.1,1022550
VCB,20200313,13-03-20,66.7,73,66.7,71,1859750
VCB,20200312,12-03-20,72,73,71.7,71.7,1582400
VCB,20200311,11-03-20,80.4,80.4,74.4,77,1806190
VCB,20200310,10-03-20,78,79.9,75.4,79.9,1433230
VCB,20200309,09-03-20,79,80.9,78.6,78.6,1209500
VCB,20200306,06-03-20,83,85.7,82,84.5,884750
VCB,20200305,05-03-20,82.2,83.6,82.2,83.1,833710
VCB,20200304,04-03-20,82,82,81,81.7,581530
VCB,20200303,03-03-20,83.5,83.5,82.2,82.2,848270
VCB,20200302,02-03-20,81.5,82.2,81.3,81.8,668980
VCB,20200228,28-02-20,80.1,83.4,80.1,82.4,1710080
VCB,20200227,27-02-20,84,84.6,82.9,84,1227980
VCB,20200226,26-02-20,86,86,84,85,1163030
VCB,20200225,25-02-20,86,87,85.8,86.2,1229530
VCB,20200224,24-02-20,86,88,86,87.2,995910
VCB,20200221,21-02-20,89.5,89.5,89,89,898350
VCB,20200220,20-02-20,89.7,90.4,89.2,89.5,541120
VCB,20200219,19-02-20,89,89.5,89,89.5,264010
